Datetime,PJMW_MW,Consumption
2016-05-29,5249.5297619047615,Basso
2016-06-05,5492.142857142857,Basso
2016-06-12,5212.952380952381,Basso
2016-06-19,5384.869047619048,Basso
2016-06-26,5632.113095238095,Alto
2016-07-03,5276.214285714285,Basso
2016-07-10,5669.125,Alto
2016-07-17,6148.630952380952,Alto
2016-07-24,6262.285714285715,Alto
2016-07-31,6260.571428571428,Alto
2016-08-07,6041.863095238095,Alto
2016-08-14,6594.410714285715,Alto
2016-08-21,6242.839285714285,Alto
2016-08-28,6137.738095238095,Alto
2016-09-04,5627.1547619047615,Alto
2016-09-11,6032.9702380952385,Alto
2016-09-18,5389.708333333333,Basso
2016-09-25,5370.851190476191,Basso
2016-10-02,4721.214285714285,Basso
2016-10-09,4582.065476190476,Basso
2016-10-16,4684.690476190476,Basso
2016-10-23,4976.297619047619,Basso
2016-10-30,4918.184523809524,Basso
2016-11-06,4849.349112426035,Basso
2016-11-13,5126.809523809524,Basso
2016-11-20,5383.982142857143,Basso
2016-11-27,5428.303571428572,Basso
2016-12-04,5568.886904761905,Basso
2016-12-11,6246.25,Alto
2016-12-18,6703.535714285715,Alto
2016-12-25,6122.648809523809,Alto
2017-01-01,5578.428571428572,Basso
2017-01-08,6607.565476190476,Alto
2017-01-15,6228.214285714285,Alto
2017-01-22,5637.255952380952,Alto
2017-01-29,5914.255952380952,Alto
2017-02-05,6371.619047619048,Alto
2017-02-12,5757.922619047619,Alto
2017-02-19,5866.053571428572,Alto
2017-02-26,5033.523809523809,Basso
2017-03-05,5777.755952380952,Alto
2017-03-12,5698.275449101797,Alto
2017-03-19,6326.386904761905,Alto
2017-03-26,5350.619047619048,Basso
2017-04-02,4980.517857142857,Basso
2017-04-09,5033.303571428572,Basso
2017-04-16,4603.202380952381,Basso
2017-04-23,4690.464285714285,Basso
2017-04-30,4909.041666666667,Basso
2017-05-07,4793.952380952381,Basso
2017-05-14,4805.5952380952385,Basso
2017-05-21,5244.547619047619,Basso
2017-05-28,4703.357142857143,Basso
2017-06-04,4948.946428571428,Basso
2017-06-11,5061.994047619048,Basso
2017-06-18,6076.053571428572,Alto
2017-06-25,5661.053571428572,Alto
2017-07-02,5522.071428571428,Basso
2017-07-09,5540.946428571428,Basso
2017-07-16,5949.988095238095,Alto
2017-07-23,6382.726190476191,Alto
2017-07-30,5544.7797619047615,Basso
2017-08-06,5707.785714285715,Alto
2017-08-13,5399.803571428572,Basso
2017-08-20,5965.416666666667,Alto
2017-08-27,5562.017857142857,Basso
2017-09-03,4971.827380952381,Basso
2017-09-10,4805.440476190476,Basso
2017-09-17,5053.732142857143,Basso
2017-09-24,5466.333333333333,Basso
2017-10-01,5251.505952380952,Basso
2017-10-08,4954.636904761905,Basso
2017-10-15,5132.9702380952385,Basso
2017-10-22,4772.523809523809,Basso
2017-10-29,4911.315476190476,Basso
2017-11-05,5033.899408284024,Basso
2017-11-12,5572.785714285715,Basso
2017-11-19,5675.875,Alto
2017-11-26,5475.607142857143,Basso
2017-12-03,5587.291666666667,Basso
2017-12-10,6134.369047619048,Alto
2017-12-17,6718.833333333333,Alto
2017-12-24,5806.821428571428,Alto
2017-12-31,7083.928571428572,Alto
2018-01-07,8196.357142857143,Alto
2018-01-14,6448.226190476191,Alto
2018-01-21,6900.982142857143,Alto
2018-01-28,5972.910714285715,Alto
2018-02-04,6738.357142857143,Alto
2018-02-11,6512.041666666667,Alto
2018-02-18,5826.547619047619,Alto
2018-02-25,5347.547619047619,Basso
2018-03-04,5686.714285714285,Alto
2018-03-11,6179.203592814371,Alto
2018-03-18,6217.0297619047615,Alto
2018-03-25,6019.059523809524,Alto
2018-04-01,5424.089285714285,Basso
2018-04-08,5603.119047619048,Alto
2018-04-15,5284.428571428572,Basso
2018-04-22,5423.607142857143,Basso
2018-04-29,4902.464285714285,Basso
2018-05-06,5046.505952380952,Basso
2018-05-13,5001.1547619047615,Basso
2018-05-20,5223.291666666667,Basso
2018-05-27,5453.160714285715,Basso
2018-06-03,5741.035714285715,Alto
2018-06-10,5131.791666666667,Basso
2018-06-17,5475.172619047619,Basso
2018-06-24,5833.464285714285,Alto
2018-07-01,5947.541666666667,Alto
2018-07-08,6095.809523809524,Alto
2018-07-15,6144.077380952381,Alto
2018-07-22,5876.0952380952385,Alto
2018-07-29,5864.821428571428,Alto
2018-08-05,5727.072164948454,Alto
