Datetime,DAYTON_MW,Consumption
2018-06-03,2206.1666666666665,Alto
2018-06-10,1930.642857142857,Basso
2018-06-17,2158.4880952380954,Alto
2018-06-24,2232.6488095238096,Alto
2018-07-01,2219.5119047619046,Alto
2018-07-08,2141.154761904762,Alto
2018-07-15,2292.8928571428573,Alto
2018-07-22,2108.2261904761904,Alto
2018-07-29,2069.8809523809523,Alto
2018-08-05,2076.1237113402062,Alto
